Customer.ID,Customer.Name,Segment
GH-44851,Gene Hale,Corporate
DH-130751,Dave Hallsten,Corporate
LS-172003,Luke Schmidt,Corporate
DK-131501,David Kendrick,Corporate
AB-6001,Ann Blume,Corporate
SW-207552,Steven Ward,Corporate
CS-122502,Chris Selesnick,Corporate
SW-107551,Steven Ward,Corporate
DM-133452,Denise Monton,Corporate
SH-206353,Stefanie Holloman,Corporate
HW-149352,Helen Wasserman,Corporate
AB-6001,Ann Blume,Corporate
AG-103003,Aleksandra Gannaway,Corporate
FW-43952,Fred Wasserman,Corporate
BS-113651,Bill Shonely,Corporate
MK-79052,Michael Kennedy,Corporate
GH-144852,Gene Hale,Corporate
EB-137052,Ed Braxton,Corporate
BS-113803,Bill Stewart,Corporate
BS-115901,Brendan Sweed,Corporate
AR-104052,Allen Rosenblatt,Corporate
BW-11102,Bart Watters,Corporate
KH-66902,Kristen Hastings,Corporate
ND-184603,Neil Ducich,Corporate
DS-131801,David Smith,Corporate
BM-16502,Brian Moss,Corporate
TC-211453,Theresa Coyne,Corporate
GP-147403,Guy Phonely,Corporate
MY-182952,Muhammed Yedwab,Corporate
LR-170352,Lisa Ryan,Corporate
MH-74402,Mark Haberlin,Corporate
MH-74402,Mark Haberlin,Corporate
HE-148001,Harold Engle,Corporate
NG-83552,Nat Gilpin,Corporate
NG-83552,Nat Gilpin,Corporate
NG-83552,Nat Gilpin,Corporate
FH-143652,Fred Hopkins,Corporate
YC-218952,Yoseph Carroll,Corporate
BB-109901,Barry Blumstein,Corporate
TS-213702,Todd Sumrall,Corporate
AS-102851,Alejandro Savely,Corporate
AS-102851,Alejandro Savely,Corporate
LW-168251,Laurel Workman,Corporate
CS-122501,Chris Selesnick,Corporate
CK-127602,Cyma Kinney,Corporate
RR-195253,Rick Reed,Corporate
DS-131803,David Smith,Corporate
Dl-136002,Dorris liebe,Corporate
FC-143353,Fred Chung,Corporate
HW-149352,Helen Wasserman,Corporate
KH-163302,Katharine Harms,Corporate
CS-118452,Cari Sayre,Corporate
FH-143653,Fred Hopkins,Corporate
FH-143653,Fred Hopkins,Corporate
FH-142751,Frank Hawley,Corporate
BP-110502,Barry Pond,Corporate
TC-209801,Tamara Chand,Corporate
HE-148002,Harold Engle,Corporate
MH-76202,Matt Hagelstein,Corporate
MH-76202,Matt Hagelstein,Corporate
HR-148303,Harold Ryan,Corporate
TC-209803,Tamara Chand,Corporate
NC-185352,Nick Crebassa,Corporate
NC-185352,Nick Crebassa,Corporate
SC-107702,Stewart Carmichael,Corporate
FA-142302,Frank Atkinson,Corporate
MG-82052,Mitch Gastineau,Corporate
JG-153103,Jason Gross,Corporate
SP-206201,Stefania Perrino,Corporate
SP-206201,Stefania Perrino,Corporate
ML-173952,Marina Lichtenstein,Corporate
LW-169902,Lindsay Williams,Corporate
DK-131502,David Kendrick,Corporate
RR-95251,Rick Reed,Corporate
SG-208901,Susan Gilcrest,Corporate
KC-166753,Kimberly Carter,Corporate
CA-123102,Christine Abelman,Corporate
AS-102852,Alejandro Savely,Corporate
AO-108102,Anthony O'Donnell,Corporate
EM-138251,Elizabeth Moffitt,Corporate
JG-158051,John Grady,Corporate
JD-161502,Justin Deggeller,Corporate
FC-143352,Fred Chung,Corporate
JE-156101,Jim Epp,Corporate
SC-207703,Stewart Carmichael,Corporate
ME-180102,Michelle Ellison,Corporate
NG-183553,Nat Gilpin,Corporate
HR-148303,Harold Ryan,Corporate
ME-180102,Michelle Ellison,Corporate
RW-96302,Rob Williams,Corporate
SP-206202,Stefania Perrino,Corporate
SP-208603,Sung Pak,Corporate
KN-163901,Katherine Nockton,Corporate
GH-44852,Gene Hale,Corporate
LD-168553,Lela Donovan,Corporate
QJ-192552,Quincy Jones,Corporate
FC-143353,Fred Chung,Corporate
BP-110503,Barry Pond,Corporate
GR-145602,Georgia Rosenberg,Corporate
DM-35252,Don Miller,Corporate
DM-35252,Don Miller,Corporate
ER-138552,Elpida Rittenbach,Corporate
AG-4952,Andrew Gjertsen,Corporate
EB-139753,Erica Bern,Corporate
CP-120852,Cathy Prescott,Corporate
KB-166003,Ken Brennan,Corporate
GH-144853,Gene Hale,Corporate
MH-177851,Maya Herman,Corporate
JE-161653,Justin Ellison,Corporate
DW-135851,Dorothy Wardle,Corporate
JK-153252,Jason Klamczynski,Corporate
EM-138253,Elizabeth Moffitt,Corporate
TS-211603,Theresa Swint,Corporate
SS-101402,Saphhira Shifley,Corporate
BP-110952,Bart Pistole,Corporate
CM-127151,Craig Molinari,Corporate
AH-100302,Aaron Hawkins,Corporate
BN-114703,Brad Norvell,Corporate
ND-184602,Neil Ducich,Corporate
CM-127152,Craig Molinari,Corporate
MY-182952,Muhammed Yedwab,Corporate
DV-130453,Darrin Van Huff,Corporate
LD-168552,Lela Donovan,Corporate
VG-218053,Vivek Grady,Corporate
SH-199752,Sally Hughsby,Corporate
TB-213553,Todd Boyes,Corporate
VG-218051,Vivek Grady,Corporate
DB-131203,David Bremer,Corporate
GK-146202,Grace Kelly,Corporate
GK-146202,Grace Kelly,Corporate
JD-58952,Jonathan Doherty,Corporate
JD-58952,Jonathan Doherty,Corporate
JD-58952,Jonathan Doherty,Corporate
CC-126102,Corey Catlett,Corporate
AG-4952,Andrew Gjertsen,Corporate
JM-156553,Jim Mitchum,Corporate
DG-133003,Deirdre Greer,Corporate
SV-208152,Stuart Van,Corporate
NS-186402,Noel Staavos,Corporate
TZ-214453,Tom Zandusky,Corporate
LS-169452,Linda Southworth,Corporate
PC-187452,Pamela Coakley,Corporate
MH-177852,Maya Herman,Corporate
MY-182953,Muhammed Yedwab,Corporate
Dl-136001,Dorris liebe,Corporate
NG-83553,Nat Gilpin,Corporate
ER-38552,Elpida Rittenbach,Corporate
ER-38552,Elpida Rittenbach,Corporate
ER-38552,Elpida Rittenbach,Corporate
AB-6002,Ann Blume,Corporate
TS-114302,Tom Stivers,Corporate
TS-114302,Tom Stivers,Corporate
AR-8252,Anthony Rawles,Corporate
TC-109802,Tamara Chand,Corporate
TC-109802,Tamara Chand,Corporate
GM-46952,Greg Maxwell,Corporate
GM-46952,Greg Maxwell,Corporate
GM-46952,Greg Maxwell,Corporate
CA-23102,Christine Abelman,Corporate
CA-23102,Christine Abelman,Corporate
HW-49352,Helen Wasserman,Corporate
BS-15902,Brendan Sweed,Corporate
RS-94203,Ricardo Sperren,Corporate
MC-81302,Mike Caudle,Corporate
ND-84603,Neil Ducich,Corporate
DM-35253,Don Miller,Corporate
CS-24902,Cindy Schnelling,Corporate
CS-24902,Cindy Schnelling,Corporate
CS-24902,Cindy Schnelling,Corporate
PW-90302,Pauline Webber,Corporate
LS-72001,Luke Schmidt,Corporate
TS-111602,Theresa Swint,Corporate
MC-76352,Matthew Clasen,Corporate
MD-78601,Michael Dominguez,Corporate
BM-16503,Brian Moss,Corporate
BM-16503,Brian Moss,Corporate
JS-56852,Jim Sink,Corporate
JS-56852,Jim Sink,Corporate
BB-9902,Barry Blumstein,Corporate
TS-112052,Thomas Seio,Corporate
MY-82952,Muhammed Yedwab,Corporate
MY-82952,Muhammed Yedwab,Corporate
JP-54603,Jennifer Patt,Corporate
PB-92102,Phillip Breyer,Corporate
KH-63302,Katharine Harms,Corporate
KH-63302,Katharine Harms,Corporate
SW-107553,Steven Ward,Corporate
CJ-18752,Carl Jackson,Corporate
AG-3002,Aleksandra Gannaway,Corporate
MK-79053,Michael Kennedy,Corporate
AJ-7952,Anthony Johnson,Corporate
SH-106351,Stefanie Holloman,Corporate
BW-11103,Bart Watters,Corporate
SV-108153,Stuart Van,Corporate
PW-90302,Pauline Webber,Corporate
GZ-45453,George Zrebassa,Corporate
AH-1953,Alan Haines,Corporate
AH-1953,Alan Haines,Corporate
TH-112352,Tiffany House,Corporate
MM-82802,Muhammed MacIntyre,Corporate
AH-753,Adam Hart,Corporate
TS-111602,Theresa Swint,Corporate
EB-39752,Erica Bern,Corporate
TB-111752,Thomas Boland,Corporate
MZ-75153,Mary Zewe,Corporate
MZ-75153,Mary Zewe,Corporate
MZ-75153,Mary Zewe,Corporate
CM-18302,Cari MacIntyre,Corporate
CM-18302,Cari MacIntyre,Corporate
GD-45902,Giulietta Dortch,Corporate
CS-22502,Chris Selesnick,Corporate
CS-22502,Chris Selesnick,Corporate
CS-22502,Chris Selesnick,Corporate
JE-61652,Justin Ellison,Corporate
DM-33452,Denise Monton,Corporate
FH-43652,Fred Hopkins,Corporate
BM-15752,Brendan Murry,Corporate
BM-15752,Brendan Murry,Corporate
AO-8103,Anthony O'Donnell,Corporate
AC-6152,Ann Chong,Corporate
AC-6152,Ann Chong,Corporate
GM-46952,Greg Maxwell,Corporate
AO-8103,Anthony O'Donnell,Corporate
DJ-35103,Don Jones,Corporate
PC-87452,Pamela Coakley,Corporate
LS-69453,Linda Southworth,Corporate
DK-31502,David Kendrick,Corporate
AS-2852,Alejandro Savely,Corporate
RA-98853,Ruben Ausman,Corporate
RA-98853,Ruben Ausman,Corporate
CM-18302,Cari MacIntyre,Corporate
DV-30452,Darrin Van Huff,Corporate
SH-99752,Sally Hughsby,Corporate
AC-6152,Ann Chong,Corporate
AC-6152,Ann Chong,Corporate
PB-92102,Phillip Breyer,Corporate
SB-102901,Sean Braxton,Corporate
SB-102901,Sean Braxton,Corporate
RP-92702,Rachel Payne,Corporate
RP-92702,Rachel Payne,Corporate
RP-92702,Rachel Payne,Corporate
DK-31502,David Kendrick,Corporate
MS-79802,Michael Stewart,Corporate
KN-63902,Katherine Nockton,Corporate
BS-15902,Brendan Sweed,Corporate
BS-15902,Brendan Sweed,Corporate
DM-29553,Dario Medina,Corporate
SF-109652,Sylvia Foulston,Corporate
SF-109652,Sylvia Foulston,Corporate
SF-109652,Sylvia Foulston,Corporate
HH-50102,Hilary Holden,Corporate
TC-111452,Theresa Coyne,Corporate
TC-111452,Theresa Coyne,Corporate
FC-43352,Fred Chung,Corporate
FC-43352,Fred Chung,Corporate
AM-3602,Alice McCarthy,Corporate
AM-3602,Alice McCarthy,Corporate
BF-12752,Beth Fritzler,Corporate
DJ-35103,Don Jones,Corporate
DJ-35103,Don Jones,Corporate
TT-112652,Tim Taslimi,Corporate
TT-112652,Tim Taslimi,Corporate
TT-112652,Tim Taslimi,Corporate
TT-112652,Tim Taslimi,Corporate
TT-112652,Tim Taslimi,Corporate
LR-70352,Lisa Ryan,Corporate
LR-70352,Lisa Ryan,Corporate
SH-99752,Sally Hughsby,Corporate
TS-111602,Theresa Swint,Corporate
TS-111602,Theresa Swint,Corporate
TS-111602,Theresa Swint,Corporate
TS-111602,Theresa Swint,Corporate
JW-52202,Jane Waco,Corporate
AS-2852,Alejandro Savely,Corporate
MF-82502,Monica Federle,Corporate
AG-4953,Andrew Gjertsen,Corporate
MF-82502,Monica Federle,Corporate
ND-84603,Neil Ducich,Corporate
KC-62552,Karen Carlisle,Corporate
ND-84603,Neil Ducich,Corporate
KH-63302,Katharine Harms,Corporate
BP-10952,Bart Pistole,Corporate
DJ-35103,Don Jones,Corporate
RS-97651,Roland Schwarz,Corporate
CS-22501,Chris Selesnick,Corporate
DM-35251,Don Miller,Corporate
DM-35251,Don Miller,Corporate
DM-35251,Don Miller,Corporate
EM-38101,Eleni McCrary,Corporate
DB-31201,David Bremer,Corporate
AC-6151,Ann Chong,Corporate
BT-13951,Bill Tyler,Corporate
CK-27601,Cyma Kinney,Corporate
CK-27601,Cyma Kinney,Corporate
CK-27601,Cyma Kinney,Corporate
JK-53251,Jason Klamczynski,Corporate
NB-85801,Nicole Brennan,Corporate
NB-85801,Nicole Brennan,Corporate
JW-52201,Jane Waco,Corporate
JW-52201,Jane Waco,Corporate
LR-70351,Lisa Ryan,Corporate
MH-74401,Mark Haberlin,Corporate
BB-9901,Barry Blumstein,Corporate
CS-18451,Cari Sayre,Corporate
CS-18451,Cari Sayre,Corporate
RP-92701,Rachel Payne,Corporate
CV-28051,Cynthia Voltz,Corporate
MC-76051,Matt Connell,Corporate
HM-48601,Harry Marie,Corporate
JD-58951,Jonathan Doherty,Corporate
TH-111151,Thea Hudgings,Corporate
MH-77851,Maya Herman,Corporate
JS-55951,Jill Stevenson,Corporate
EB-37051,Ed Braxton,Corporate
NB-85801,Nicole Brennan,Corporate
NB-85801,Nicole Brennan,Corporate
CP-20851,Cathy Prescott,Corporate
KL-65551,Kelly Lampkin,Corporate
KL-65551,Kelly Lampkin,Corporate
KL-65551,Kelly Lampkin,Corporate
KL-65551,Kelly Lampkin,Corporate
KB-62401,Karen Bern,Corporate
MF-82501,Monica Federle,Corporate
AH-751,Adam Hart,Corporate
AY-5551,Andy Yotov,Corporate
JM-56551,Jim Mitchum,Corporate
JM-56551,Jim Mitchum,Corporate
LW-68251,Laurel Workman,Corporate
AG-5251,Andy Gerbode,Corporate
TT-112651,Tim Taslimi,Corporate
TT-112651,Tim Taslimi,Corporate
CM-18151,Candace McMahon,Corporate
SW-107551,Steven Ward,Corporate
SW-107551,Steven Ward,Corporate
SW-107551,Steven Ward,Corporate
JM-56551,Jim Mitchum,Corporate
JM-56551,Jim Mitchum,Corporate
DG-33001,Deirdre Greer,Corporate
KS-63001,Karen Seio,Corporate
AC-4201,Alyssa Crouse,Corporate
MF-76651,Maureen Fritzler,Corporate
CM-18151,Candace McMahon,Corporate
KD-64951,Keith Dawkins,Corporate
KD-64951,Keith Dawkins,Corporate
BF-10201,Barry Französisch,Corporate
TP-115651,Tracy Poddar,Corporate
DH-30751,Dave Hallsten,Corporate
MG-82051,Mitch Gastineau,Corporate
MG-82051,Mitch Gastineau,Corporate
LS-69451,Linda Southworth,Corporate
LS-69451,Linda Southworth,Corporate
LS-69451,Linda Southworth,Corporate
FH-42751,Frank Hawley,Corporate
GM-46951,Greg Maxwell,Corporate
RS-94201,Ricardo Sperren,Corporate
KH-66901,Kristen Hastings,Corporate
MY-82951,Muhammed Yedwab,Corporate
GB-45301,George Bell,Corporate
ES-40801,Erin Smith,Corporate
DJ-34201,Denny Joy,Corporate
TT-112651,Tim Taslimi,Corporate
DK-28351,Damala Kotsonis,Corporate
LC-69301,Linda Cazamias,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
LW-68251,Laurel Workman,Corporate
BO-13501,Bill Overfelt,Corporate
TH-112351,Tiffany House,Corporate
DK-31501,David Kendrick,Corporate
TS-114301,Tom Stivers,Corporate
AC-4201,Alyssa Crouse,Corporate
AC-4201,Alyssa Crouse,Corporate
SF-109651,Sylvia Foulston,Corporate
CJ-18751,Carl Jackson,Corporate
DH-30751,Dave Hallsten,Corporate
DH-30751,Dave Hallsten,Corporate
EM-40951,Eudokia Martin,Corporate
EM-40951,Eudokia Martin,Corporate
NB-86551,Nona Balk,Corporate
AR-8251,Anthony Rawles,Corporate
AS-451,Aaron Smayling,Corporate
CP-23401,Christine Phan,Corporate
CP-23401,Christine Phan,Corporate
CP-23401,Christine Phan,Corporate
CP-23401,Christine Phan,Corporate
CP-23401,Christine Phan,Corporate
DK-31501,David Kendrick,Corporate
TS-113701,Todd Sumrall,Corporate
AM-3601,Alice McCarthy,Corporate
MH-77851,Maya Herman,Corporate
LC-69301,Linda Cazamias,Corporate
BO-13501,Bill Overfelt,Corporate
CK-27601,Cyma Kinney,Corporate
FW-43951,Fred Wasserman,Corporate
DM-29551,Dario Medina,Corporate
DM-29551,Dario Medina,Corporate
GM-46951,Greg Maxwell,Corporate
CY-27451,Craig Yedwab,Corporate
CY-27451,Craig Yedwab,Corporate
NS-86401,Noel Staavos,Corporate
KB-62401,Karen Bern,Corporate
NC-86251,Noah Childs,Corporate
FH-43651,Fred Hopkins,Corporate
ML-73951,Marina Lichtenstein,Corporate
MC-75901,Matt Collister,Corporate
HE-48001,Harold Engle,Corporate
MC-81301,Mike Caudle,Corporate
JD-58951,Jonathan Doherty,Corporate
JW-52201,Jane Waco,Corporate
VB-117451,Victoria Brennan,Corporate
DB-29701,Darren Budd,Corporate
AJ-7951,Anthony Johnson,Corporate
TB-111751,Thomas Boland,Corporate
RS-94201,Ricardo Sperren,Corporate
JD-58951,Jonathan Doherty,Corporate
JD-58951,Jonathan Doherty,Corporate
RS-94201,Ricardo Sperren,Corporate
CK-27601,Cyma Kinney,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
CS-24901,Cindy Schnelling,Corporate
KH-63301,Katharine Harms,Corporate
KH-63301,Katharine Harms,Corporate
KH-63301,Katharine Harms,Corporate
CM-18301,Cari MacIntyre,Corporate
LW-68251,Laurel Workman,Corporate
JM-56551,Jim Mitchum,Corporate
GH-44851,Gene Hale,Corporate
BP-11851,Ben Peterman,Corporate
DP-31051,Dave Poirier,Corporate
DP-31051,Dave Poirier,Corporate
PC-87451,Pamela Coakley,Corporate
MY-82951,Muhammed Yedwab,Corporate
AH-751,Adam Hart,Corporate
LW-69901,Lindsay Williams,Corporate
AC-4201,Alyssa Crouse,Corporate
ER-38552,Elpida Rittenbach,Corporate
SM-209503,Suzanne McNair,Corporate
TZ-214453,Tom Zandusky,Corporate
BF-109751,Barbara Fisher,Corporate
TB-211752,Thomas Boland,Corporate
GT-146352,Grant Thornton,Corporate
NB-186552,Nona Balk,Corporate
NB-186552,Nona Balk,Corporate
DM-35251,Don Miller,Corporate
NG-83551,Nat Gilpin,Corporate
NG-83551,Nat Gilpin,Corporate
NG-83552,Nat Gilpin,Corporate
JE-156101,Jim Epp,Corporate
SC-102301,Scot Coram,Corporate
RS-197653,Roland Schwarz,Corporate
GP-47401,Guy Phonely,Corporate
EM-38101,Eleni McCrary,Corporate
DB-131202,David Bremer,Corporate
BF-112751,Beth Fritzler,Corporate
KB-162402,Karen Bern,Corporate
MC-174251,Mark Cousins,Corporate
BW-111103,Bart Watters,Corporate
MC-176351,Matthew Clasen,Corporate
MC-176351,Matthew Clasen,Corporate
AO-108102,Anthony O'Donnell,Corporate
JK-153253,Jason Klamczynski,Corporate
YS-218803,Yana Sorensen,Corporate
SV-208153,Stuart Van,Corporate
EM-138251,Elizabeth Moffitt,Corporate
EM-138251,Elizabeth Moffitt,Corporate
MZ-75153,Mary Zewe,Corporate
MZ-75153,Mary Zewe,Corporate
DV-130453,Darrin Van Huff,Corporate
CK-27601,Cyma Kinney,Corporate
JE-156101,Jim Epp,Corporate
AC-6152,Ann Chong,Corporate
AC-6152,Ann Chong,Corporate
NH-186102,Nicole Hansen,Corporate
NH-186102,Nicole Hansen,Corporate
NB-85801,Nicole Brennan,Corporate
NB-85801,Nicole Brennan,Corporate
GR-145603,Georgia Rosenberg,Corporate
SC-106951,Steve Chapman,Corporate
SC-106951,Steve Chapman,Corporate
SC-106951,Steve Chapman,Corporate
JM-156553,Jim Mitchum,Corporate
HM-148601,Harry Marie,Corporate
LC-169301,Linda Cazamias,Corporate
NS-186401,Noel Staavos,Corporate
NS-186401,Noel Staavos,Corporate
KH-163301,Katharine Harms,Corporate
KE-164201,Katrina Edelman,Corporate
TC-111452,Theresa Coyne,Corporate
TC-111452,Theresa Coyne,Corporate
JW-52201,Jane Waco,Corporate
JW-52201,Jane Waco,Corporate
GP-147402,Guy Phonely,Corporate
DP-31052,Dave Poirier,Corporate
LR-70352,Lisa Ryan,Corporate
NH-86103,Nicole Hansen,Corporate
BF-110202,Barry Französisch,Corporate
LC-69301,Linda Cazamias,Corporate
MC-175903,Matt Collister,Corporate
VG-218053,Vivek Grady,Corporate
EB-137503,Edward Becker,Corporate
GR-145603,Georgia Rosenberg,Corporate
HK-148903,Heather Kirkland,Corporate
GG-146501,Greg Guthrie,Corporate
FW-143951,Fred Wasserman,Corporate
JK-153251,Jason Klamczynski,Corporate
AJ-107952,Anthony Johnson,Corporate
DW-135853,Dorothy Wardle,Corporate
AR-103453,Alex Russell,Corporate
NB-85802,Nicole Brennan,Corporate
FW-143953,Fred Wasserman,Corporate
JD-58951,Jonathan Doherty,Corporate
BM-16501,Brian Moss,Corporate
KH-66901,Kristen Hastings,Corporate
KH-66901,Kristen Hastings,Corporate
MH-177853,Maya Herman,Corporate
BS-15902,Brendan Sweed,Corporate
RS-94203,Ricardo Sperren,Corporate
TC-109802,Tamara Chand,Corporate
YC-218953,Yoseph Carroll,Corporate
PB-192101,Phillip Breyer,Corporate
PB-192101,Phillip Breyer,Corporate
CA-119652,Carol Adams,Corporate
AH-101951,Alan Haines,Corporate
GR-145602,Georgia Rosenberg,Corporate
GP-147402,Guy Phonely,Corporate
DL-34951,Dionis Lloyd,Corporate
JS-55951,Jill Stevenson,Corporate
DM-129553,Dario Medina,Corporate
DM-129553,Dario Medina,Corporate
TS-212052,Thomas Seio,Corporate
TS-212052,Thomas Seio,Corporate
FH-43652,Fred Hopkins,Corporate
EB-139752,Erica Bern,Corporate
AB-6002,Ann Blume,Corporate
LA-167801,Laura Armstrong,Corporate
CP-20851,Cathy Prescott,Corporate
BS-115903,Brendan Sweed,Corporate
KS-63001,Karen Seio,Corporate
SH-206351,Stefanie Holloman,Corporate
DJ-134202,Denny Joy,Corporate
JG-153103,Jason Gross,Corporate
JG-153103,Jason Gross,Corporate
TP-215651,Tracy Poddar,Corporate
TP-215651,Tracy Poddar,Corporate
AG-3002,Aleksandra Gannaway,Corporate
KH-166303,Ken Heidel,Corporate
AS-102853,Alejandro Savely,Corporate
NB-186552,Nona Balk,Corporate
Dl-136001,Dorris liebe,Corporate
SV-108153,Stuart Van,Corporate
SB-202903,Sean Braxton,Corporate
NC-185352,Nick Crebassa,Corporate
CM-118302,Cari MacIntyre,Corporate
MS-179803,Michael Stewart,Corporate
SF-109651,Sylvia Foulston,Corporate
TS-111602,Theresa Swint,Corporate
JM-156552,Jim Mitchum,Corporate
TB-111752,Thomas Boland,Corporate
KH-166903,Kristen Hastings,Corporate
SP-105451,Sibella Parks,Corporate
BB-115452,Brenda Bowman,Corporate
DG-33001,Deirdre Greer,Corporate
DM-33451,Denise Monton,Corporate
DM-33451,Denise Monton,Corporate
FH-142753,Frank Hawley,Corporate
ES-40801,Erin Smith,Corporate
MF-176651,Maureen Fritzler,Corporate
PC-87452,Pamela Coakley,Corporate
LA-67802,Laura Armstrong,Corporate
AH-106901,Anna Häberlin,Corporate
VG-218051,Vivek Grady,Corporate
BP-110503,Barry Pond,Corporate
AC-6152,Ann Chong,Corporate
RR-195251,Rick Reed,Corporate
DM-35252,Don Miller,Corporate
GK-146202,Grace Kelly,Corporate
RP-92702,Rachel Payne,Corporate
DM-133451,Denise Monton,Corporate
CA-123101,Christine Abelman,Corporate
EM-40953,Eudokia Martin,Corporate
CK-127602,Cyma Kinney,Corporate
TS-211603,Theresa Swint,Corporate
CA-19652,Carol Adams,Corporate
CA-19652,Carol Adams,Corporate
CP-123401,Christine Phan,Corporate
ME-180102,Michelle Ellison,Corporate
MY-182952,Muhammed Yedwab,Corporate
BF-112752,Beth Fritzler,Corporate
JW-152203,Jane Waco,Corporate
RR-195252,Rick Reed,Corporate
KS-63002,Karen Seio,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
AB-6001,Ann Blume,Corporate
CK-127602,Cyma Kinney,Corporate
DW-131951,David Wiener,Corporate
HW-149352,Helen Wasserman,Corporate
MK-179053,Michael Kennedy,Corporate
MY-182953,Muhammed Yedwab,Corporate
HM-148602,Harry Marie,Corporate
JK-53251,Jason Klamczynski,Corporate
LO-171702,Lori Olson,Corporate
MG-182051,Mitch Gastineau,Corporate
BM-115751,Brendan Murry,Corporate
MH-177851,Maya Herman,Corporate
AR-3452,Alex Russell,Corporate
KB-165853,Ken Black,Corporate
RW-95402,Rick Wilson,Corporate
MW-182352,Mitch Willingham,Corporate
NC-185352,Nick Crebassa,Corporate
AR-108252,Anthony Rawles,Corporate
KN-164502,Kean Nguyen,Corporate
JO-151452,Jack O'Briant,Corporate
JO-151452,Jack O'Briant,Corporate
MF-82502,Monica Federle,Corporate
RS-197653,Roland Schwarz,Corporate
RS-197653,Roland Schwarz,Corporate
EB-37051,Ed Braxton,Corporate
EB-37051,Ed Braxton,Corporate
AJ-7952,Anthony Johnson,Corporate
CP-123403,Christine Phan,Corporate
KB-165851,Ken Black,Corporate
KH-63302,Katharine Harms,Corporate
GR-145601,Georgia Rosenberg,Corporate
CY-127452,Craig Yedwab,Corporate
HK-148902,Heather Kirkland,Corporate
HG-149652,Henry Goldwyn,Corporate
PC-187453,Pamela Coakley,Corporate
MW-82352,Mitch Willingham,Corporate
SP-206203,Stefania Perrino,Corporate
KL-65551,Kelly Lampkin,Corporate
MH-177851,Maya Herman,Corporate
MH-177851,Maya Herman,Corporate
AH-751,Adam Hart,Corporate
DK-131502,David Kendrick,Corporate
DK-131502,David Kendrick,Corporate
AH-753,Adam Hart,Corporate
CC-126102,Corey Catlett,Corporate
HG-149651,Henry Goldwyn,Corporate
RA-198851,Ruben Ausman,Corporate
JM-56551,Jim Mitchum,Corporate
JM-56551,Jim Mitchum,Corporate
KL-165552,Kelly Lampkin,Corporate
CM-127153,Craig Molinari,Corporate
GZ-145452,George Zrebassa,Corporate
BS-113803,Bill Stewart,Corporate
DH-30751,Dave Hallsten,Corporate
ES-140803,Erin Smith,Corporate
LW-68252,Laurel Workman,Corporate
RF-193452,Randy Ferguson,Corporate
AR-108253,Anthony Rawles,Corporate
SF-209653,Sylvia Foulston,Corporate
KH-66901,Kristen Hastings,Corporate
AS-102852,Alejandro Savely,Corporate
KB-166003,Ken Brennan,Corporate
HG-149651,Henry Goldwyn,Corporate
MG-182052,Mitch Gastineau,Corporate
GB-45303,George Bell,Corporate
JS-155951,Jill Stevenson,Corporate
AR-103451,Alex Russell,Corporate
CM-127152,Craig Molinari,Corporate
BP-110952,Bart Pistole,Corporate
MY-82951,Muhammed Yedwab,Corporate
LW-168252,Laurel Workman,Corporate
YC-118952,Yoseph Carroll,Corporate
LW-169903,Lindsay Williams,Corporate
LS-172003,Luke Schmidt,Corporate
DL-134953,Dionis Lloyd,Corporate
DL-134953,Dionis Lloyd,Corporate
SV-208152,Stuart Van,Corporate
SV-208153,Stuart Van,Corporate
BO-13501,Bill Overfelt,Corporate
PW-190302,Pauline Webber,Corporate
DJ-135102,Don Jones,Corporate
DJ-135102,Don Jones,Corporate
TS-113701,Todd Sumrall,Corporate
TS-114301,Tom Stivers,Corporate
RW-95402,Rick Wilson,Corporate
LW-168251,Laurel Workman,Corporate
LW-168251,Laurel Workman,Corporate
FM-142152,Filia McAdams,Corporate
JS-155953,Jill Stevenson,Corporate
AM-103602,Alice McCarthy,Corporate
TS-214302,Tom Stivers,Corporate
TS-214302,Tom Stivers,Corporate
SC-207703,Stewart Carmichael,Corporate
AR-8252,Anthony Rawles,Corporate
SP-206502,Stephanie Phelps,Corporate
SP-206502,Stephanie Phelps,Corporate
AR-108252,Anthony Rawles,Corporate
KN-164503,Kean Nguyen,Corporate
LO-171703,Lori Olson,Corporate
LO-171703,Lori Olson,Corporate
LO-171703,Lori Olson,Corporate
PJ-188352,Patrick Jones,Corporate
GH-144852,Gene Hale,Corporate
QJ-192551,Quincy Jones,Corporate
AH-101952,Alan Haines,Corporate
DS-131801,David Smith,Corporate
CK-127601,Cyma Kinney,Corporate
RA-98852,Ruben Ausman,Corporate
DB-135553,Dorothy Badders,Corporate
RR-195251,Rick Reed,Corporate
CJ-18751,Carl Jackson,Corporate
BP-111853,Ben Peterman,Corporate
FH-143651,Fred Hopkins,Corporate
KH-166903,Kristen Hastings,Corporate
MF-182503,Monica Federle,Corporate
DW-31951,David Wiener,Corporate
MY-182952,Muhammed Yedwab,Corporate
RP-92701,Rachel Payne,Corporate
TT-212651,Tim Taslimi,Corporate
CM-118152,Candace McMahon,Corporate
MH-74402,Mark Haberlin,Corporate
